,id,food_id,nutrient_id,amount,min,max,median
7066,13336142,1104766,1220,2.94,2.31,3.18,3.09
7067,13336165,1104766,1222,2.14,1.96,2.26,2.18
7068,13336140,1104766,1214,2.14,1.68,2.41,2.2
7069,13336166,1104766,1224,6.8,5.53,7.25,7.08
7070,13336144,1104766,1223,3.76,3.18,4.0,3.91
7071,13336173,1104766,1102,314.0,58.2,1180.0,138.0
7072,13336137,1104766,1051,7.85,6.58,8.52,7.95
7073,13336147,1104766,1175,0.34,0.255,0.46,0.312
7074,13336132,1104766,1005,27.9,,,
7075,13336159,1104766,1101,3.16,2.8,3.5,3.13
7076,13336163,1104766,1217,2.15,1.82,2.29,2.23
7077,13336136,1104766,1004,20.7,18.5,23.3,21.0
7078,13336157,1104766,1093,2.0,0.0,10.0,0.0
7079,13336155,1104766,1090,254.0,222.0,279.0,258.0
7080,13336168,1104766,1226,2.13,1.82,2.28,2.22
7081,13336149,1104766,1092,1860.0,1660.0,2030.0,1880.0
7082,13336161,1104766,1211,1.48,1.34,1.56,1.52
7083,13336134,1104766,1003,38.6,34.0,40.5,40.2
7084,13336151,1104766,1007,4.92,4.72,5.31,4.92
7085,13336146,1104766,1167,2.74,2.04,4.43,2.56
7086,13338583,1104766,2047,452.0,,,
7087,13338478,1104766,2048,421.0,,,
7088,13336281,1104812,1005,75.5,,,
7089,13336277,1104812,1007,1.4,1.23,1.49,1.45
7090,13336285,1104812,1092,265.0,253.0,286.0,261.0
7091,13336278,1104812,1165,0.322,0.3,0.34,0.325
7092,13336270,1104812,1089,1.5,1.1,2.25,1.33
7093,13336276,1104812,1003,7.19,6.69,7.5,7.25
7094,13336286,1104812,1095,1.91,1.36,2.69,1.79
7095,13336279,1104812,1166,0.008,0.0,0.03,0.0
7096,13336288,1104812,1175,0.132,0.104,0.174,0.124
7097,13336284,1104812,1087,10.0,8.0,14.0,9.0
7098,13336275,1104812,1101,2.84,2.44,3.31,2.79
7099,13336290,1104812,1102,56.2,41.9,86.3,48.3
7100,13336287,1104812,1167,5.99,5.48,6.89,5.79
7101,13336283,1104812,1051,12.1,10.8,12.9,12.5
7102,13336280,1104812,1004,3.85,3.37,4.68,3.68
7103,13336289,1104812,1002,1.15,1.07,1.2,1.16
7104,13336271,1104812,1090,124.0,102.0,141.0,126.0
7105,13336269,1104812,1062,1582.206,,,
7106,13336291,1104812,1103,9.68,3.71,19.1,7.96
7107,13336273,1104812,1093,1.0,0.0,3.0,1.0
7108,13336274,1104812,1098,0.286,0.253,0.336,0.277
7109,13336272,1104812,1091,319.0,273.0,343.0,330.0
7110,13338580,1104812,2047,365.0,,,
7111,13338475,1104812,2048,368.0,,,
7112,13336425,1104867,1003,6.69,6.5,6.81,6.66
7113,13336423,1104867,1103,2.0,0.0,4.8,1.7
7114,13336413,1104867,1087,10.0,5.0,14.0,10.0
7115,13336417,1104867,1101,0.995,0.749,1.2,1.02
7116,13336406,1104867,1166,0.0,0.0,0.0,0.0
7117,13336407,1104867,1051,11.8,10.8,12.3,11.9
7118,13336415,1104867,1089,0.34,0.0,0.79,0.3
7119,13336420,1104867,1093,6.0,0.0,14.0,6.0
7120,13336409,1104867,1007,0.22,0.0,0.46,0.21
7121,13336412,1104867,1102,40.7,35.3,44.1,41.6
7122,13336416,1104867,1090,21.2,14.4,30.8,20.3
7123,13336424,1104867,1165,0.053,0.01,0.1,0.05
7124,13336410,1104867,1004,1.16,0.88,1.35,1.22
7125,13336419,1104867,1092,80.0,28.0,135.0,79.0
7126,13336428,1104867,1062,1500.0,,,
7127,13336408,1104867,1002,1.07,1.04,1.09,1.06
7128,13336414,1104867,1098,0.17,0.133,0.196,0.174
7129,13336422,1104867,1167,1.12,0.37,2.02,1.0
7130,13336421,1104867,1095,1.34,1.15,1.63,1.32
7131,13336411,1104867,1175,0.044,0.012,0.086,0.039
7132,13336418,1104867,1091,63.0,46.0,87.0,61.0
7133,13336426,1104867,1005,80.1,,,
7134,13338581,1104867,2047,358.0,,,
7135,13338476,1104867,2048,368.0,,,
7136,13336532,1104913,1098,0.159,0.132,0.176,0.16
7137,13336541,1104913,1103,5.0,3.2,7.0,4.6
7138,13336538,1104913,1093,1.0,0.0,3.0,0.0
7139,13336546,1104913,1062,1500.0,,,
7140,13336526,1104913,1002,1.4,1.29,1.47,1.42
7141,13336542,1104913,1165,0.146,0.1,0.19,0.15
7142,13336528,1104913,1004,1.64,1.55,1.7,1.65
7143,13336536,1104913,1091,102.0,93.0,114.0,100.0
7144,13336535,1104913,1101,0.635,0.478,0.943,0.565
7145,13336534,1104913,1090,22.4,18.6,25.2,22.5
7146,13336543,1104913,1003,8.75,8.06,9.19,8.88
7147,13336530,1104913,1102,59.1,27.5,104.0,43.9
7148,13336525,1104913,1051,11.9,10.9,13.1,11.9
7149,13336527,1104913,1007,0.53,0.5,0.57,0.52
7150,13336529,1104913,1175,0.065,0.043,0.084,0.068
7151,13336539,1104913,1095,0.74,0.64,0.89,0.69
7152,13336537,1104913,1092,142.0,130.0,157.0,140.0
7153,13336524,1104913,1166,0.0,0.0,0.0,0.0
7154,13336544,1104913,1005,77.2,,,
7155,13336540,1104913,1167,0.988,0.72,1.25,1.0
7156,13336533,1104913,1089,0.87,0.7,1.07,0.91
7157,13336531,1104913,1087,17.0,16.0,17.0,17.0
7158,13338579,1104913,2047,359.0,,,
7159,13338474,1104913,2048,367.0,,,
7160,13336678,1104962,1014,0.0,0.0,0.0,0.0
7161,13336681,1104962,1004,0.13,0.0,0.25,0.12
7162,13336692,1104962,1095,0.12,0.1,0.17,0.12
7163,13336680,1104962,1002,0.14,0.09,0.19,0.14
7164,13336694,1104962,1063,5.76,,,
7165,13336674,1104962,1012,2.52,2.11,2.86,2.58
7166,13336677,1104962,1013,0.0,0.0,0.0,0.0
7167,13336696,1104962,1005,7.68,,,
7168,13336685,1104962,1098,0.047,0.035,0.063,0.044
7169,13336673,1104962,1010,0.59,0.26,0.88,0.6
7170,13336691,1104962,1093,2.0,0.0,5.0,2.0
7171,13336684,1104962,1087,21.0,18.0,24.0,20.0
7172,13336686,1104962,1089,0.15,0.14,0.17,0.15
7173,13336679,1104962,1079,1.2,1.0,1.3,1.2
7174,13336688,1104962,1101,0.099,0.075,0.141,0.099
7175,13336695,1104962,1003,0.89,0.56,1.19,0.88
7176,13336675,1104962,1075,0.03,0.0,0.16,0.0
7177,13336689,1104962,1091,29.0,23.0,33.0,29.0
7178,13336676,1104962,1011,2.63,2.35,2.98,2.61
7179,13336693,1104962,1103,0.0,0.0,0.0,0.0
7180,13336687,1104962,1090,9.3,8.4,10.4,9.2
7181,13336683,1104962,1007,0.0,0.0,0.0,0.0
7182,13336682,1104962,1051,91.3,90.2,92.0,91.3
7183,13336690,1104962,1092,141.0,125.0,152.0,142.0
7184,13336698,1104962,1062,148.0,,,
7185,13338584,1104962,2047,36.0,,,
7186,13338479,1104962,2048,33.0,,,
7187,13337612,1105430,1092,95.0,75.0,114.0,96.0
7188,13337601,1105430,1011,2.61,2.52,2.7,2.61
7189,13337597,1105430,1013,0.0,0.0,0.0,0.0
7190,13337619,1105430,1089,0.0,0.0,0.0,0.0
7191,13337602,1105430,1014,0.0,0.0,0.0,0.0
7192,13337596,1105430,1012,7.56,6.32,8.8,7.56
7193,13337620,1105430,1051,84.7,82.9,86.9,84.5
7194,13337621,1105430,1003,0.19,0.12,0.25,0.19
7195,13337599,1105430,1166,0.066,0.05,0.08,0.07
7196,13337615,1105430,1167,0.09,0.08,0.1,0.09
7197,13337604,1105430,1002,0.03,0.02,0.04,0.03
7198,13337606,1105430,1007,0.15,0.0,0.38,0.14
7199,13337610,1105430,1087,5.0,3.0,6.0,5.0
7200,13337605,1105430,1175,0.021,0.018,0.023,0.022
7201,13337598,1105430,1079,2.0,1.4,2.3,2.1
7202,13337622,1105430,1005,14.8,,,
7203,13337600,1105430,1010,0.92,0.42,1.43,0.92
7204,13337603,1105430,1063,11.1,,,
7205,13337616,1105430,1165,0.009,0.0,0.01,0.01
7206,13337624,1105430,1062,258.0,,,
7207,13337614,1105430,1093,0.0,0.0,0.0,0.0
7208,13337613,1105430,1095,0.02,0.0,0.03,0.02
7209,13337617,1105430,1004,0.21,0.1,0.3,0.2
7210,13337618,1105430,1177,0.0,0.0,0.0,0.0
7211,13337609,1105430,1090,4.7,4.3,5.0,4.7
7212,13337608,1105430,1101,0.03,0.019,0.039,0.031
7213,13337611,1105430,1091,9.0,6.0,12.0,9.0
7214,13337607,1105430,1098,0.024,0.018,0.033,0.023
7215,13338586,1105430,2047,62.0,,,
7216,13338481,1105430,2048,56.0,,,
7217,13337787,1105547,1010,1.06,0.99,1.13,1.06
7218,13337793,1105547,1166,0.074,0.06,0.09,0.07
7219,13337809,1105547,1177,0.0,0.0,0.0,0.0
7220,13337811,1105547,1051,85.0,82.9,86.6,85.2
7221,13337808,1105547,1004,0.1,0.0,0.2,0.1
7222,13337797,1105547,1007,0.09,0.0,0.29,0.06
7223,13337810,1105547,1089,0.0,0.0,0.0,0.0
7224,13337789,1105547,1014,0.0,0.0,0.0,0.0
7225,13337803,1105547,1092,98.0,77.0,126.0,95.0
7226,13337792,1105547,1079,1.7,1.5,2.0,1.7
7227,13337788,1105547,1011,2.07,1.68,2.46,2.07
7228,13337802,1105547,1091,8.0,6.0,9.0,8.0
7229,13337790,1105547,1012,8.56,7.72,9.4,8.56
7230,13337799,1105547,1101,0.04,0.032,0.06,0.035
7231,13337807,1105547,1165,0.009,0.0,0.01,0.01
7232,13337812,1105547,1003,0.1,0.0,0.19,0.12
7233,13337815,1105547,1062,252.0,,,
7234,13337805,1105547,1093,0.0,0.0,1.0,0.0
7235,13337794,1105547,1063,11.7,,,
7236,13337806,1105547,1167,0.074,0.06,0.09,0.07
7237,13337798,1105547,1098,0.023,0.015,0.031,0.023
7238,13337791,1105547,1013,0.0,0.0,0.0,0.0
7239,13337800,1105547,1087,4.0,3.0,6.0,4.0
7240,13337795,1105547,1002,0.02,0.0,0.03,0.02
7241,13337796,1105547,1175,0.033,0.026,0.039,0.032
7242,13337804,1105547,1095,0.02,0.0,0.03,0.02
7243,13337801,1105547,1090,4.2,3.5,4.8,4.1
7244,13337813,1105547,1005,14.7,,,
7245,13338590,1105547,2047,60.0,,,
7246,13338485,1105547,2048,54.0,,,
7247,13337996,1105664,1093,0.0,0.0,0.0,0.0
7248,13337985,1105664,1063,10.5,,,
7249,13337994,1105664,1091,10.0,7.0,14.0,10.0
7250,13337997,1105664,1167,0.11,0.09,0.12,0.115
7251,13337998,1105664,1165,0.018,0.01,0.02,0.02
7252,13337983,1105664,1011,2.3,2.12,2.48,2.3
7253,13337990,1105664,1101,0.039,0.034,0.053,0.037
7254,13338003,1105664,1003,0.27,0.19,0.31,0.28
7255,13337981,1105664,1079,2.5,2.2,3.1,2.4
7256,13338001,1105664,1089,0.07,0.0,0.12,0.11
7257,13337991,1105664,1098,0.035,0.023,0.045,0.034
7258,13338006,1105664,1062,247.0,,,
7259,13337999,1105664,1004,0.14,0.0,0.3,0.15
7260,13337980,1105664,1013,0.0,0.0,0.0,0.0
7261,13337992,1105664,1092,116.0,85.0,146.0,112.0
7262,13337995,1105664,1087,5.0,4.0,8.0,5.0
7263,13338000,1105664,1177,0.0,0.0,0.0,0.0
7264,13337989,1105664,1095,0.02,0.0,0.04,0.03
7265,13337987,1105664,1175,0.028,0.023,0.033,0.028
7266,13337978,1105664,1166,0.075,0.07,0.08,0.075
7267,13337986,1105664,1002,0.04,0.03,0.05,0.04
7268,13337993,1105664,1090,5.1,4.5,5.8,5.0
7269,13338004,1105664,1005,14.2,,,
7270,13337988,1105664,1007,0.31,0.0,0.95,0.23
7271,13337984,1105664,1014,0.0,0.0,0.0,0.0
7272,13338002,1105664,1051,85.1,83.1,86.4,85.4
7273,13337979,1105664,1012,6.76,5.6,7.91,6.76
7274,13337982,1105664,1010,1.45,1.41,1.49,1.45
7275,13338589,1105664,2047,59.0,,,
7276,13338484,1105664,2048,53.0,,,
7277,13338181,1105781,1095,0.02,0.0,0.04,0.03
7278,13338180,1105781,1101,0.04,0.022,0.058,0.041
7279,13338172,1105781,1012,7.76,7.42,8.11,7.76
7280,13338187,1105781,1093,0.0,0.0,2.0,0.0
7281,13338175,1105781,1166,0.069,0.06,0.08,0.07
7282,13338184,1105781,1092,106.0,85.0,126.0,104.0
7283,13338183,1105781,1091,8.0,7.0,11.0,8.0
7284,13338173,1105781,1013,0.0,0.0,0.0,0.0
7285,13338169,1105781,1010,1.72,1.71,1.72,1.72
7286,13338190,1105781,1004,0.15,0.0,0.2,0.2
7287,13338191,1105781,1177,0.0,0.0,0.0,0.0
7288,13338170,1105781,1011,1.8,1.79,1.8,1.8
7289,13338174,1105781,1079,2.1,1.8,2.7,2.1
7290,13338176,1105781,1063,11.3,,,
7291,13338194,1105781,1003,0.13,0.0,0.19,0.19
7292,13338171,1105781,1014,0.0,0.0,0.0,0.0
7293,13338193,1105781,1051,84.6,83.9,85.6,84.6
7294,13338188,1105781,1167,0.09,0.07,0.1,0.095
7295,13338179,1105781,1007,0.3,0.0,1.26,0.18
7296,13338195,1105781,1005,14.8,,,
7297,13338185,1105781,1090,5.0,4.2,5.7,4.9
7298,13338186,1105781,1087,7.0,5.0,9.0,7.0
7299,13338192,1105781,1089,0.06,0.0,0.15,0.05
7300,13338182,1105781,1098,0.034,0.028,0.046,0.031
7301,13338189,1105781,1165,0.011,0.01,0.02,0.01
7302,13338177,1105781,1175,0.032,0.019,0.038,0.034
7303,13338178,1105781,1002,0.02,0.0,0.03,0.03
7304,13338197,1105781,1062,256.0,,,
7305,13338588,1105781,2047,61.0,,,
7306,13338483,1105781,2048,55.0,,,
7307,13338362,1105897,1079,2.1,1.9,2.3,2.1
7308,13338372,1105897,1101,0.033,0.021,0.042,0.033
7309,13338383,1105897,1089,0.02,0.0,0.12,0.0
7310,13338384,1105897,1051,83.6,82.0,84.7,83.8
7311,13338370,1105897,1007,0.43,0.0,1.49,0.26
7312,13338388,1105897,1062,271.0,,,
7313,13338369,1105897,1175,0.036,0.026,0.045,0.035
7314,13338374,1105897,1091,10.0,6.0,13.0,10.0
7315,13338371,1105897,1095,0.02,0.0,0.03,0.02
7316,13338364,1105897,1010,1.59,1.34,1.84,1.59
7317,13338367,1105897,1063,12.6,,,
7318,13338365,1105897,1011,2.61,2.35,2.87,2.61
7319,13338377,1105897,1087,6.0,5.0,7.0,6.0
7320,13338360,1105897,1012,8.4,7.87,8.93,8.4
7321,13338378,1105897,1093,1.0,0.0,8.0,0.0
7322,13338380,1105897,1165,0.006,0.0,0.01,0.01
7323,13338375,1105897,1092,104.0,79.0,119.0,104.0
7324,13338363,1105897,1166,0.068,0.06,0.08,0.07
7325,13338381,1105897,1004,0.16,0.0,0.3,0.2
7326,13338368,1105897,1002,0.02,0.0,0.04,0.02
7327,13338376,1105897,1090,4.7,3.9,5.6,4.5
7328,13338385,1105897,1003,0.15,0.0,0.25,0.12
7329,13338366,1105897,1014,0.0,0.0,0.0,0.0
7330,13338361,1105897,1013,0.0,0.0,0.0,0.0
7331,13338379,1105897,1167,0.091,0.08,0.12,0.085
7332,13338382,1105897,1177,0.0,0.0,0.0,0.0
7333,13338386,1105897,1005,15.7,,,
7334,13338373,1105897,1098,0.033,0.022,0.052,0.03
7335,13338587,1105897,2047,65.0,,,
7336,13338482,1105897,2048,58.0,,,
7337,21115656,1750337,2026,0.0005625,,,
7338,21115655,1750337,2025,0.0,,,
7339,21115654,1750337,2024,0.0,,,
7340,21115653,1750337,2023,0.0,,,
7341,21115652,1750337,2022,0.0,,,
7342,21115651,1750337,2020,0.0,,,
7343,21115650,1750337,2018,0.1664,,,
7344,21115649,1750337,2017,0.001125,,,
7345,21115648,1750337,2016,0.9878,,,
7346,21115647,1750337,2010,0.001,,,
7347,21115646,1750337,1331,0.0,,,
7348,21115645,1750337,1329,0.0008125,,,
7349,21115644,1750337,1317,0.0,,,
7350,21115643,1750337,1123,8.2245,,,
7351,21115642,1750337,1122,0.0,,,
7352,21115641,1750337,1107,0.0,,,
7353,21115640,1750337,1085,1.8841,,,
7354,21115639,1750337,1063,0.5569,,,
7355,21115638,1750337,1050,0.0,,,
7356,21115579,1750337,1110,27.2,,,
7357,21115575,1750337,1114,0.681,,,
7358,21115574,1750337,1106,58.2,,,
7359,21115572,1750337,2050,18.81,10.27,37.47,16.74
7360,21115511,1750337,2048,38.485,,,
7361,21115510,1750337,2047,38.485,,,
7362,21115509,1750337,1005,1.293125,,,
7363,21115508,1750337,1003,3.546875,3.0,4.6875,3.46875
7364,21115387,1750337,1260,0.0,0.0,0.0,0.0
7365,21115372,1750337,2007,0.0,0.0,0.0,0.0
7366,21115364,1750337,1226,13.69,11.6,17.7,12.93
7367,21115314,1750337,1098,0.1078,0.0931,0.1463,0.101
7368,21115350,1750337,1211,0.1281,0.11,0.16,0.125
7369,21115315,1750337,1100,0.0,0.0,0.0,0.0
7370,21115286,1750337,1301,0.002313,0.001,0.003,0.00225
7371,21115293,1750337,1312,0.0,0.0,0.0,0.0
7372,21115322,1750337,1111,0.6814,0.0,1.77,0.675
7373,21115338,1750337,1414,0.0,0.0,0.0,0.0
7374,21115367,1750337,1232,0.0575,0.04,0.08,0.055
7375,21115283,1750337,1293,1.154,0.94,1.63,1.13
7376,21115399,1750337,1267,0.005625,0.005,0.008,0.005
7377,21115357,1750337,1219,0.1419,0.12,0.18,0.135
7378,21115344,1750337,1167,0.2356,0.135,0.32,0.23
7379,21115282,1750337,1292,0.4163,0.35,0.51,0.4
7380,21115375,1750337,2012,0.004813,0.0035,0.006,0.005
7381,21115340,1750337,1160,0.0,0.0,0.0,0.0
7382,21115356,1750337,1218,0.1238,0.1,0.16,0.115
7383,21115376,1750337,2013,0.0,0.0,0.0,0.0
7384,21115396,1750337,1010,0.5569,0.4,0.83,0.51
7385,21115298,1750337,1321,0.0,0.0,0.0,0.0
7386,21115397,1750337,1266,0.07281,0.057,0.112,0.0715
7387,21115377,1750337,2014,0.0,0.0,0.0,0.0
7388,21115373,1750337,2008,0.0,0.0,0.0,0.0
7389,21115292,1750337,1311,0.0,0.0,0.0,0.0
7390,21115347,1750337,1177,19.69,14.7,28.3,18.55
7391,21115343,1750337,1166,0.084,0.0,0.275,0.0
7392,21115385,1750337,1004,2.125,1.86,2.695,2.115
7393,21115362,1750337,1224,0.6194,0.53,0.79,0.595
7394,21115323,1750337,1112,0.0,0.0,0.0,0.0
7395,21115392,1750337,1263,0.0,0.0,0.0,0.0
7396,21115299,1750337,1323,0.001,0.001,0.001,0.001
7397,21115371,1750337,2006,0.0,0.0,0.0,0.0
7398,21115388,1750337,2029,0.0,0.0,0.0,0.0
7399,21115386,1750337,2028,0.0,0.0,0.0,0.0
7400,21115325,1750337,1119,7.259,4.499,10.11,6.884
7401,21115290,1750337,1306,0.001125,0.001,0.002,0.001
7402,21115361,1750337,1223,0.3963,0.34,0.49,0.385
7403,21115370,1750337,2005,0.0,0.0,0.0,0.0
7404,21115310,1750337,1091,68.65,39.3,96.7,60.53
7405,21115360,1750337,1222,0.1394,0.11,0.18,0.135
7406,21115339,1750337,1159,0.0,0.0,0.0,0.0
7407,21115304,1750337,1335,0.0,0.0,0.0,0.0
7408,21115297,1750337,1316,0.9878,0.829,1.363,0.97
7409,21115383,1750337,1258,0.3138,0.26,0.45,0.305
7410,21115403,1750337,1271,0.0,0.0,0.0,0.0
7411,21115318,1750337,1103,1.942,0.0,8.857,0.0
7412,21115389,1750337,1261,0.0,0.0,0.0,0.0
7413,21115308,1750337,1089,0.5416,0.431,0.6913,0.55
7414,21115300,1750337,1075,0.0,0.0,0.0,0.0
7415,21115305,1750337,1340,0.4569,0.14,1.89,0.24
7416,21115354,1750337,1215,0.04625,0.04,0.06,0.045
7417,21115278,1750337,1280,0.0,0.0,0.0,0.0
7418,21115306,1750337,1341,0.380125,0.107,1.277,0.3095
7419,21115341,1750337,1161,0.9655,0.0,1.673,0.9467
7420,21115407,1750337,1278,0.0,0.0,0.0,0.0
7421,21115359,1750337,1221,0.0975,0.08,0.12,0.095
7422,21115378,1750337,2015,0.0,0.0,0.0,0.0
7423,21115346,1750337,1176,3.338,2.0,4.3,3.4
7424,21115319,1750337,1105,58.23,0.1589,152.8,50.04
7425,21115302,1750337,1334,0.0,0.0,0.0,0.0
7426,21115295,1750337,1314,0.001938,0.0015,0.002,0.002
7427,21115393,1750337,2032,0.0,0.0,0.0,0.0
7428,21115401,1750337,1013,0.0,0.0,0.0,0.0
7429,21115332,1750337,1130,0.0,0.0,0.0,0.0
7430,21115365,1750337,1227,0.1675,0.14,0.21,0.16
7431,21115312,1750337,1093,34.28,0.5783,58.5,31.9
7432,21115351,1750337,1212,0.145,0.12,0.19,0.135
7433,21115284,1750337,1299,0.001688,0.001,0.002,0.002
7434,21115333,1750337,1131,0.0,0.0,0.0,0.0
7435,21115345,1750337,1175,0.05525,0.03,0.075,0.054
7436,21115382,1750337,1002,0.5675,0.48,0.75,0.555
7437,21115316,1750337,1101,0.2077,0.16,0.273,0.201
7438,21115352,1750337,1213,0.2494,0.21,0.32,0.2375
7439,21115358,1750337,1220,0.2688,0.23,0.34,0.255
7440,21115405,1750337,1273,0.00675,0.005,0.009,0.0065
7441,21115294,1750337,1313,0.0005625,0.0,0.001,0.00075
7442,21115379,1750337,2019,0.0,0.0,0.0,0.0
7443,21115337,1750337,1411,0.0,0.0,0.0,0.0
7444,21115320,1750337,1108,0.0,0.0,0.0,0.0
7445,21115328,1750337,1126,1.42,1.113,1.979,1.392
7446,21115326,1750337,1120,0.0,0.0,0.0,0.0
7447,21115390,1750337,1262,0.0,0.0,0.0,0.0
7448,21115330,1750337,1128,0.0,0.0,0.0,0.0
7449,21115395,1750337,1265,0.2182,0.1785,0.312,0.209
7450,21115348,1750337,1178,0.3931,0.0,1.278,0.0
7451,21115394,1750337,1264,0.003813,0.003,0.004,0.004
7452,21115342,1750337,1165,0.06319,0.04,0.087,0.062
7453,21115400,1750337,1012,0.0,0.0,0.0,0.0
7454,21115287,1750337,1303,0.0,0.0,0.0,0.0
7455,21115355,1750337,1217,0.175,0.15,0.22,0.17
7456,21115296,1750337,1315,0.4092,0.346,0.504,0.391
7457,21115334,1750337,1404,0.1664,0.113,0.271,0.156
7458,21115291,1750337,1051,92.4,90.3,93.56,92.62
7459,21115380,1750337,2021,0.0,0.0,0.0,0.0
7460,21115336,1750337,1406,0.0,0.0,0.0,0.0
7461,21115349,1750337,1210,0.04625,0.04,0.06,0.045
7462,21115281,1750337,2051,1.365,0.32,2.63,1.45
7463,21115381,1750337,1257,0.0,0.0,0.0,0.0
7464,21115363,1750337,1225,0.1413,0.12,0.18,0.135
7465,21115402,1750337,1014,0.0,0.0,0.0,0.0
7466,21115289,1750337,1305,0.0,0.0,0.0,0.0
7467,21115391,1750337,1007,0.635,0.46,0.81,0.62
7468,21115384,1750337,1259,0.0,0.0,0.0,0.0
7469,21115366,1750337,1228,0.0,0.0,0.0,0.0
7470,21115368,1750337,2003,0.0,0.0,0.0,0.0
7471,21115279,1750337,2049,12.91,6.1,22.74,12.44
7472,21115317,1750337,1102,58.38,24.6,222.0,37.05
7473,21115288,1750337,1304,0.0008125,0.0,0.002,0.001
7474,21115303,1750337,1079,0.0,0.0,0.0,0.0
7475,21115285,1750337,1300,0.002,0.001,0.003,0.002
7476,21115309,1750337,1090,21.54,18.6,29.23,20.7
7477,21115311,1750337,1092,158.2,122.0,200.0,154.5
7478,21115374,1750337,2009,0.0,0.0,0.0,0.0
7479,21115404,1750337,1272,0.0,0.0,0.0,0.0
7480,21115327,1750337,1125,0.0,0.0,0.0,0.0
7481,21115353,1750337,1214,0.2206,0.17,0.29,0.21
7482,21115329,1750337,1127,0.8742,0.6341,1.437,0.7886
7483,21115324,1750337,1118,0.0,0.0,0.0,0.0
7484,21115331,1750337,1129,0.0,0.0,0.0,0.0
7485,21115406,1750337,1276,0.0,0.0,0.0,0.0
7486,21115280,1750337,1281,0.0,0.0,0.0,0.0
7487,21115307,1750337,1087,101.0,11.2,160.0,123.0
7488,21115369,1750337,2004,0.0,0.0,0.0,0.0
7489,21115335,1750337,1405,0.0,0.0,0.0,0.0
7490,21115301,1750337,1333,0.0,0.0,0.0,0.0
7491,21115313,1750337,1095,0.3118,0.273,0.3877,0.294
7492,21115321,1750337,1109,0.1557,0.0,0.5971,0.0888
7493,21115398,1750337,1011,0.0,0.0,0.0,0.0
7494,21115673,1750338,2026,0.0,,,
7495,21115672,1750338,2025,0.0,,,
7496,21115671,1750338,2024,0.0,,,
7497,21115670,1750338,2023,0.0,,,
7498,21115669,1750338,2022,0.0,,,
7499,21115668,1750338,2020,0.0,,,
7500,21115667,1750338,2018,0.000625,,,
7501,21115666,1750338,2017,0.000125,,,
7502,21115665,1750338,2016,0.2756,,,
7503,21115664,1750338,2010,0.00125,,,
7504,21115663,1750338,1331,0.0,,,
7505,21115662,1750338,1329,0.0,,,
7506,21115661,1750338,1317,0.0,,,
7507,21115660,1750338,1085,1.1089,,,
7508,21115659,1750338,1063,0.0,,,
7509,21115658,1750338,1050,0.0,,,
7510,21115578,1750338,1110,37.1,,,
7511,21115577,1750338,1114,0.927,,,
7512,21115576,1750338,1106,41.4,,,
7513,21115515,1750338,2048,14.5562,,,
7514,21115514,1750338,2047,14.5562,,,
7515,21115513,1750338,1005,0.3371125,,,
7516,21115512,1750338,1003,0.5546875,0.4375,0.6875,0.53125
7517,21115231,1750338,1258,0.1038,0.09,0.12,0.105
7518,21115214,1750338,1177,0.0,0.0,0.0,0.0
7519,21115241,1750338,1010,0.0,0.0,0.0,0.0
7520,21115184,1750338,1091,29.85,9.27,111.5,13.35
7521,21115200,1750338,1128,0.0,0.0,0.0,0.0
7522,21115216,1750338,2003,0.0,0.0,0.0,0.0
7523,21115252,1750338,1278,0.0,0.0,0.0,0.0
7524,21115185,1750338,1092,30.79,12.1,74.0,17.22
7525,21115189,1750338,1100,0.0,0.0,0.0,0.0
7526,21115175,1750338,1323,0.00125,0.001,0.002,0.001
7527,21115243,1750338,1011,0.0,0.0,0.0,0.0
7528,21115237,1750338,1007,0.4872,0.22,0.705,0.57
7529,21115227,1750338,2019,0.0,0.0,0.0,0.0
7530,21115209,1750338,1165,0.0,0.0,0.0,0.0
7531,21115198,1750338,1126,0.02746,0.0,0.2001,0.0
7532,21115167,1750338,1051,97.4,97.11,97.64,97.4
7533,21115235,1750338,1261,0.0,0.0,0.0,0.0
7534,21115212,1750338,1175,0.0,0.0,0.0,0.0
7535,21115205,1750338,1405,0.0,0.0,0.0,0.0
7536,21115207,1750338,1411,0.0,0.0,0.0,0.0
7537,21115187,1750338,1095,0.1718,0.05,0.851,0.07145
7538,21115251,1750338,1276,0.0,0.0,0.0,0.0
7539,21115159,1750338,1293,0.2763,0.23,0.35,0.265
7540,21115234,1750338,1260,0.0,0.0,0.0,0.0
7541,21115197,1750338,1125,0.0,0.0,0.0,0.0
7542,21115202,1750338,1130,0.0,0.0,0.0,0.0
7543,21115204,1750338,1404,0.000625,0.0,0.001,0.001
7544,21115171,1750338,1314,0.005813,0.005,0.007,0.006
7545,21115226,1750338,2015,0.0,0.0,0.0,0.0
7546,21115195,1750338,1111,0.9266,0.0,1.67,1.106
7547,21115177,1750338,1333,0.0,0.0,0.0,0.0
7548,21115161,1750338,1300,0.000875,0.0,0.001,0.001
7549,21115236,1750338,1262,0.0,0.0,0.0,0.0
7550,21115157,1750338,1281,0.0,0.0,0.0,0.0
7551,21115230,1750338,1002,0.08875,0.07,0.11,0.085
7552,21115203,1750338,1131,0.0,0.0,0.0,0.0
7553,21115222,1750338,2009,0.0,0.0,0.0,0.0
7554,21115180,1750338,1335,0.0,0.0,0.0,0.0
