,id,food_id,nutrient_id,amount,min,max,median
2183,2236778,325524,1129,0.0,0.0,0.0,0.0
2184,2236788,325524,1170,0.84,0.76,0.92,0.84
2185,2236843,325524,1303,0.0,0.0,0.0,0.0
2186,2236755,325524,1278,0.0,0.0,0.0,0.0
2187,2236809,325524,1091,750.0,721.0,785.0,754.0
2188,2236795,325524,1092,689.0,661.0,785.0,674.0
2189,2236845,325524,1321,0.002,0.0,0.005,0.0
2190,2236841,325524,1335,0.0,0.0,0.0,0.0
2191,2236808,325524,1090,358.0,338.0,386.0,354.0
2192,2236814,325524,1062,2560.0,,,
2193,2236807,325524,1089,5.21,4.65,5.47,5.29
2194,2236754,325524,1272,0.0,0.0,0.0,0.0
2195,2236824,325524,1406,0.0,0.0,0.0,0.0
2196,2236834,325524,1323,0.026,0.025,0.027,0.027
2197,2236856,325524,1329,0.213,,,
2198,2236828,325524,1312,0.007,0.006,0.008,0.007
2199,2236818,325524,1198,8.7,,,8.7
2200,2236831,325524,1267,0.182,0.166,0.207,0.172
2201,2236793,325524,1051,1.5,1.21,1.85,1.47
2202,2236798,325524,1266,2.14,1.96,2.25,2.19
2203,2236822,325524,1315,33.2,31.7,34.3,33.5
2204,2236790,325524,1004,56.1,53.5,58.3,56.1
2205,2236846,325524,1311,0.006,0.0,0.018,0.0
2206,2236816,325524,1197,3.0,,,3.0
2207,2236832,325524,1404,0.059,0.052,0.069,0.057
2208,2236858,325524,1331,0.0,,,
2209,2236840,325524,1334,0.005,0.003,0.006,0.005
2210,2236820,325524,1196,0.5,,,0.5
2211,2236844,325524,2019,0.0,0.0,0.0,0.0
2212,2236867,325524,2024,0.0,,,
2213,2236865,325524,2022,0.02,,,
2214,2236823,325524,1316,13.0,12.1,13.6,13.1
2215,2236815,325524,1002,3.96,3.79,4.3,3.93
2216,2236800,325524,1177,169.0,153.0,192.0,162.0
2217,2236757,325524,1079,10.3,9.6,11.0,10.3
2218,2236817,325524,1194,6.9,,,6.9
2219,2236810,325524,1003,21.0,20.1,22.8,20.8
2220,2236769,325524,1120,1.0,,,1.0
2221,2236787,325524,1167,6.96,6.54,7.2,7.13
2222,2236825,325524,1305,0.0,0.0,0.0,0.0
2223,2236775,325524,1125,0.99,0.72,1.17,1.09
2224,2236821,325524,1195,41.7,,,41.7
2225,2236772,325524,1013,0.0,0.0,0.0,0.0
2226,2236760,325524,1259,0.0,0.0,0.0,0.0
2227,2236847,325524,1306,0.084,0.011,0.225,0.017
2228,2236837,325524,1414,0.0,0.0,0.0,0.0
2229,2236849,325524,2012,0.146,0.126,0.177,0.134
2230,2236811,325524,1007,4.3,3.91,4.95,4.18
2231,2236768,325524,1108,0.0,,,0.0
2232,2236859,325524,1257,0.297,,,
2233,2236839,325524,1313,0.0,0.0,0.0,0.0
2234,2236803,325524,1098,1.83,1.74,1.92,1.84
2235,2236855,325524,1050,14.9,,,
2236,2236836,325524,1304,0.213,0.018,0.596,0.024
2237,2236812,325524,1103,80.4,48.2,97.7,95.4
2238,2236779,325524,1127,0.33,0.0,0.98,0.0
2239,2236869,325524,2026,0.0,,,
2240,2236819,325524,1199,0.0,,,0.0
2241,2236762,325524,1262,0.0,0.0,0.0,0.0
2242,2236767,325524,1185,1.2,0.0,3.4,0.2
2243,2236758,325524,1271,0.02,0.02,0.02,0.02
2244,2236866,325524,2023,0.0,,,
2245,2236829,325524,1273,0.543,0.511,0.589,0.529
2246,2236776,325524,1126,0.97,0.27,2.3,0.32
2247,2236802,325524,1264,0.022,0.02,0.024,0.021
2248,2236799,325524,1166,0.507,0.49,0.53,0.5
2249,2236852,325524,1184,1.4,0.0,4.0,0.0
2250,2236838,325524,1299,0.009,0.009,0.009,0.009
2251,2236797,325524,1265,2.26,2.13,2.37,2.27
2252,2236771,325524,1012,0.0,0.0,0.0,0.0
2253,2236789,325524,1175,0.76,0.67,0.87,0.74
2254,2236806,325524,1165,0.473,0.39,0.54,0.49
2255,2236781,325524,1131,0.0,0.0,0.0,0.0
2256,2236850,325524,2009,0.0,0.0,0.0,0.0
2257,2236774,325524,1109,19.6,14.4,22.3,22.3
2258,2236765,325524,1014,0.0,0.0,0.0,0.0
2259,2236868,325524,2025,0.0,,,
2260,2236753,325524,1263,0.0,0.0,0.0,0.0
2261,2236764,325524,1011,0.0,0.0,0.0,0.0
2262,2236756,325524,1280,0.0,0.0,0.0,0.0
2263,2236862,325524,2016,13.0,,,
2264,2236784,325524,1093,532.0,405.0,652.0,538.0
2265,2236813,325524,1180,52.0,,,52.0
2266,2236773,325524,1075,0.0,0.0,0.0,0.0
2267,2236805,325524,1162,0.0,0.0,0.0,0.0
2268,2236780,325524,1130,0.0,0.0,0.0,0.0
2269,2236770,325524,1122,0.0,,,0.0
2270,2236777,325524,1128,0.05,0.0,0.1,0.04
2271,2236786,325524,1293,13.0,,,
2272,2236870,325524,1085,52.1,,,
2273,2236860,325524,1317,0.002,,,
2274,2236796,325524,1095,6.0,5.74,6.19,6.04
2275,2236801,325524,1258,5.36,,,
2276,2236826,325524,1405,0.0,0.0,0.0,0.0
2277,2236804,325524,1101,2.89,2.77,3.08,2.84
2278,2236766,325524,1123,42.0,,,42.0
2279,2236854,325524,1063,3.14,,,
2280,2236864,325524,2020,0.0,,,
2281,2236783,325524,1107,10.0,,,10.0
2282,13338508,325524,2047,657.0,,,
2283,13338410,325524,2048,612.0,,,
2284,2237658,325658,1330,0.02,,,
2285,2237568,325658,1167,5.73,4.73,6.5,5.84
2286,2237556,325658,1276,0.0,0.0,0.0,0.0
2287,2237609,325658,1312,0.0,0.0,0.0,0.0
2288,2237621,325658,1012,0.0,0.0,0.0,0.0
2289,2237566,325658,1267,0.065,0.042,0.081,0.066
2290,2237655,325658,1184,0.0,,,0.0
2291,2237636,325658,2009,0.005,0.0,0.008,0.006
2292,2237561,325658,1259,0.006,0.005,0.007,0.006
2293,2237607,325658,1301,0.0,0.0,0.003,0.0
2294,2237594,325658,1331,0.0,,,
2295,2237640,325658,2014,0.009,0.006,0.012,0.009
2296,2237596,325658,1253,80.0,73.0,97.0,76.0
2297,2237571,325658,1180,70.4,,,70.4
2298,2237610,325658,1315,10.7,7.98,13.1,10.4
2299,2237619,325658,1003,18.2,15.0,22.1,18.1
2300,2237668,325658,1085,25.8,,,
2301,2237564,325658,1265,5.71,4.24,6.88,5.57
2302,2237613,325658,1323,0.056,0.045,0.082,0.055
2303,2237595,325658,1406,0.036,0.025,0.041,0.036
2304,2237558,325658,1185,0.0,,,0.0
2305,2237641,325658,1334,0.003,0.0,0.006,0.003
2306,2237611,325658,1316,4.31,2.75,5.06,4.52
2307,2237634,325658,1101,0.033,0.021,0.057,0.032
2308,2237590,325658,1311,0.029,0.021,0.041,0.027
2309,2237578,325658,1014,0.0,0.0,0.0,0.0
2310,2237597,325658,1257,0.1,,,
2311,2237652,325658,1196,0.3,,,0.3
2312,2237631,325658,1091,145.0,117.0,182.0,146.0
2313,2237581,325658,1092,310.0,222.0,592.0,275.0
2314,2237629,325658,1089,1.29,1.08,1.8,1.25
2315,2237647,325658,1131,0.0,0.0,0.0,0.0
2316,2237562,325658,1260,0.0,0.0,0.0,0.0
2317,2237630,325658,1090,18.6,15.8,23.2,18.5
2318,2237576,325658,1010,0.0,0.0,0.0,0.0
2319,2237606,325658,1300,0.069,0.056,0.098,0.064
2320,2237656,325658,1183,18.8,,,18.8
2321,2237601,325658,1264,0.335,0.251,0.412,0.338
2322,2237659,325658,2010,0.056,,,
2323,2237638,325658,2012,0.297,0.186,0.37,0.302
2324,2237579,325658,1051,50.9,45.6,57.1,51.7
2325,2237617,325658,1405,0.027,0.015,0.043,0.027
2326,2237654,325658,1199,7.6,,,7.6
2327,2237648,325658,1126,0.15,0.12,0.18,0.15
2328,2237616,325658,1404,0.175,0.106,0.221,0.175
2329,2237625,325658,1177,0.0,,,0.0
2330,2237569,325658,1170,0.783,0.72,0.86,0.77
2331,2237657,325658,1063,1.46,,,
2332,2237633,325658,1098,0.074,0.06,0.098,0.07
2333,2237565,325658,1266,2.9,2.07,3.46,2.88
2334,2237615,325658,1333,0.0,0.0,0.0,0.0
2335,2237604,325658,1278,0.005,0.0,0.034,0.003
2336,2237612,325658,1317,0.009,,,
2337,2237662,325658,2020,0.063,,,
2338,2237608,325658,1303,0.007,0.003,0.011,0.007
2339,2237591,325658,1313,0.217,0.125,0.255,0.22
2340,2237622,325658,1013,0.0,0.0,0.0,0.0
2341,2237618,325658,1411,0.046,0.032,0.057,0.044
2342,2237570,325658,1175,0.343,0.275,0.391,0.353
2343,2237624,325658,1166,0.242,0.22,0.27,0.24
2344,2237626,325658,1178,1.06,0.85,1.3,1.05
2345,2237577,325658,1011,1.46,1.39,1.53,1.46
2346,2237580,325658,1087,12.0,8.0,16.0,11.0
2347,2237661,325658,2018,0.18,,,
2348,2237635,325658,1335,0.0,0.0,0.0,0.0
2349,2237588,325658,1305,0.0,0.0,0.0,0.0
2350,2237574,325658,1005,2.15,,,
2351,2237646,325658,1127,0.0,0.0,0.0,0.0
2352,2237573,325658,1004,26.2,19.1,30.4,26.8
2353,2237660,325658,2016,4.34,,,
2354,2237605,325658,1280,0.024,0.016,0.034,0.022
2355,2237643,325658,1128,0.0,0.0,0.0,0.0
2356,2237627,325658,1062,1350.0,,,
2357,2237560,325658,1105,22.0,18.0,25.0,22.0
2358,2237559,325658,1109,0.8,0.59,1.01,0.8
2359,2237567,325658,1271,0.125,0.104,0.15,0.122
2360,2237620,325658,1007,2.63,2.26,3.26,2.46
2361,2237639,325658,1414,0.0,0.0,0.0,0.0
2362,2237584,325658,1292,11.6,,,
2363,2237603,325658,1273,0.01,0.008,0.012,0.009
2364,2237666,325658,2025,0.003,,,
2365,2237592,325658,1314,0.576,0.479,0.735,0.575
2366,2237664,325658,2023,0.005,,,
2367,2237628,325658,1075,0.0,0.0,0.0,0.0
2368,2237585,325658,1293,4.96,,,
2369,2237586,325658,1299,0.012,0.01,0.018,0.012
2370,2237623,325658,1165,0.31,0.212,0.418,0.308
2371,2237663,325658,2022,0.125,,,
2372,2237637,325658,2019,0.0,0.0,0.0,0.0
2373,2237599,325658,1261,0.002,0.0,0.004,0.003
2374,2237650,325658,1194,5.9,,,5.9
2375,2237653,325658,1195,46.1,,,46.1
2376,2237644,325658,1125,0.0,0.0,0.0,0.0
2377,2237642,325658,1002,2.91,2.4,3.53,2.89
2378,2237598,325658,1258,9.15,,,
2379,2237583,325658,1103,20.2,16.4,22.9,21.4
2380,2237587,325658,1304,0.073,0.0,0.122,0.078
2381,2237600,325658,1263,0.017,0.012,0.021,0.016
2382,2237593,325658,1321,0.005,0.003,0.007,0.004
2383,2237651,325658,1197,10.5,,,10.5
2384,2237649,325658,1130,0.0,0.0,0.0,0.0
2385,2237557,325658,1106,22.0,,,
2386,2237614,325658,1329,0.079,,,
2387,2237665,325658,2024,0.024,,,
2388,2237563,325658,1262,0.016,0.013,0.021,0.015
2389,2237572,325658,1198,3.9,,,3.9
2390,2237632,325658,1093,766.0,664.0,1010.0,737.0
2391,2237645,325658,1129,0.0,0.0,0.0,0.0
2392,2237582,325658,1095,2.41,1.98,2.62,2.39
2393,2237667,325658,2026,0.217,,,
2394,2237602,325658,1272,0.003,0.0,0.008,0.003
2395,2237589,325658,1306,0.02,0.014,0.029,0.02
2396,2238509,325871,1323,0.002,0.0,0.003,0.002
2397,2238532,325871,1091,113.0,87.0,179.0,102.0
2398,2238500,325871,1261,0.006,0.003,0.009,0.005
2399,2238522,325871,1011,1.44,0.9,1.8,1.4
2400,2238547,325871,1334,0.0,0.0,0.0,0.0
2401,2238564,325871,1085,3.45,,,
2402,2238493,325871,1313,0.002,0.001,0.002,0.002
2403,2238559,325871,2022,0.002,,,
2404,2238492,325871,1311,0.002,0.0,0.003,0.002
2405,2238487,325871,1293,1.87,,,
2406,2238546,325871,1316,1.67,1.04,2.4,1.48
2407,2238484,325871,1271,0.002,0.0,0.004,0.002
2408,2238541,325871,1010,0.0,0.0,0.0,0.0
2409,2238536,325871,1012,2.28,1.7,2.9,2.2
2410,2238498,325871,1257,0.035,,,
2411,2238510,325871,1329,0.028,,,
2412,2238488,325871,1299,0.004,0.003,0.006,0.004
2413,2238554,325871,2010,0.002,,,
2414,2238512,325871,1278,0.002,0.0,0.003,0.002
2415,2238563,325871,2026,0.002,,,
2416,2238519,325871,1004,3.59,2.3,5.4,3.3
2417,2238499,325871,1258,0.821,,,
2418,2238482,325871,1266,0.252,0.183,0.338,0.252
2419,2238528,325871,1003,9.43,7.31,12.3,9.22
2420,2238503,325871,1300,0.005,0.003,0.007,0.005
2421,2238555,325871,2012,0.011,,,
2422,2238523,325871,1014,1.56,0.6,2.5,1.6
2423,2238516,325871,1165,0.507,0.38,0.81,0.46
2424,2238538,325871,1062,1130.0,,,
2425,2238558,325871,2020,0.0,,,
2426,2238496,325871,1406,0.0,0.0,0.0,0.0
2427,2238534,325871,1098,0.124,0.097,0.176,0.124
2428,2238527,325871,1095,0.88,0.68,1.22,0.81
2429,2238485,325871,1277,0.011,0.007,0.015,0.011
2430,2238486,325871,1292,0.717,,,
2431,2238551,325871,1050,44.8,,,
2432,2238476,325871,1167,4.76,4.0,5.6,4.8
2433,2238514,325871,1405,0.0,0.0,0.0,0.0
2434,2238475,325871,1103,23.2,14.0,33.8,22.3
2435,2238502,325871,1264,0.014,0.003,0.031,0.016
2436,2238511,325871,1273,0.01,0.005,0.016,0.008
2437,2238548,325871,1335,0.0,0.0,0.0,0.0
2438,2238550,325871,1063,5.34,,,
2439,2238517,325871,1009,37.2,33.3,40.9,37.0
2440,2238480,325871,1262,0.005,0.003,0.007,0.005
2441,2238552,325871,1330,0.007,,,
2442,2238518,325871,1079,2.3,1.7,4.0,2.1
2443,2238560,325871,2023,0.002,,,
2444,2238491,325871,1306,0.007,0.002,0.011,0.007
2445,2238506,325871,1312,0.0,0.0,0.001,0.0
2446,2238539,325871,1276,0.0,0.0,0.0,0.0
2447,2238489,325871,1304,0.027,0.006,0.044,0.03
2448,2238513,325871,1404,0.2,0.113,0.309,0.173
2449,2238497,325871,1166,0.24,0.18,0.36,0.23
2450,2238477,325871,1170,0.548,0.47,0.65,0.53
2451,2238562,325871,2025,0.0,,,
2452,2238479,325871,1259,0.004,0.002,0.01,0.004
2453,2238481,325871,1265,0.493,0.332,0.644,0.5
2454,2238549,325871,1002,1.51,1.17,1.97,1.48
2455,2238540,325871,1260,0.001,0.0,0.003,0.0
2456,2238545,325871,1075,0.0,0.0,0.0,0.0
2457,2238525,325871,1087,211.0,87.0,452.0,156.0
2458,2238537,325871,1013,0.06,0.0,0.3,0.0
2459,2238508,325871,1317,0.0,0.0,0.001,0.0
2460,2238535,325871,1101,0.632,0.408,1.2,0.523
2461,2238478,325871,1175,0.092,0.056,0.147,0.086
2462,2238530,325871,1089,3.36,2.11,4.36,3.45
2463,2238504,325871,1301,0.004,0.003,0.005,0.005
2464,2238557,325871,2018,0.2,,,
2465,2238501,325871,1263,0.013,0.0,0.036,0.007
2466,2238526,325871,1092,117.0,88.0,156.0,116.0
2467,2238542,325871,1280,0.0,0.0,0.0,0.0
2468,2238520,325871,1005,49.2,,,
2469,2238531,325871,1090,26.9,19.1,44.3,24.2
2470,2238561,325871,2024,0.0,,,
2471,2238556,325871,2016,1.67,,,
2472,2238529,325871,1007,2.1,1.59,2.88,1.96
2473,2238495,325871,1321,0.0,0.0,0.0,0.0
2474,2238483,325871,1267,0.01,0.005,0.015,0.01
2475,2238490,325871,1305,0.0,0.0,0.001,0.0
2476,2238544,325871,1272,0.0,0.0,0.0,0.0
2477,2238505,325871,1303,0.001,0.0,0.002,0.0
2478,2238515,325871,1411,0.004,0.0,0.009,0.004
2479,2238543,325871,1333,0.0,0.0,0.0,0.0
2480,2238533,325871,1093,477.0,333.0,555.0,480.0
2481,2238494,325871,1314,0.021,0.014,0.034,0.02
2482,2238507,325871,1315,0.682,0.378,1.01,0.644
2483,2238524,325871,1051,35.7,33.0,41.1,35.1
2484,2238553,325871,2009,0.001,,,
2485,13338526,325871,2047,267.0,,,
2486,13338428,325871,2048,270.0,,,
2487,2239121,325992,1261,0.0,0.0,0.003,0.0
2488,2239201,325992,1227,0.7,,,0.7
2489,2239176,325992,2012,0.046,0.036,0.067,0.041
2490,2239107,325992,1090,18.9,16.9,22.9,18.2
2491,2239209,325992,1195,46.4,,,46.4
2492,2239199,325992,1217,0.82,,,0.82
2493,2239170,325992,1321,0.004,0.0,0.007,0.006
2494,2239200,325992,1226,0.77,,,0.77
2495,2239131,325992,1312,0.005,0.004,0.008,0.005
2496,2239165,325992,1305,0.0,0.0,0.0,0.0
2497,2239156,325992,1265,1.73,1.27,2.44,1.66
2498,2239108,325992,1091,178.0,156.0,268.0,164.0
2499,2239148,325992,1095,2.58,1.94,3.04,2.59
2500,2239126,325992,1278,0.002,0.0,0.006,0.002
2501,2239186,325992,1126,0.24,0.17,0.29,0.25
2502,2239162,325992,1293,3.15,,,
2503,2239190,325992,1223,1.48,,,1.48
2504,2239150,325992,1167,5.02,4.16,5.81,5.1
2505,2239218,325992,2024,0.009,,,
2506,2239217,325992,2023,0.002,,,
2507,2239180,325992,1002,2.67,2.49,3.15,2.62
2508,2239212,325992,2010,0.012,,,
2509,2239100,325992,1109,0.24,0.21,0.29,0.21
2510,2239208,325992,1196,1.0,,,1.0
2511,2239214,325992,2018,0.19,,,
2512,2239178,325992,2014,0.013,0.0,0.074,0.004
2513,2239175,325992,2019,0.0,0.0,0.0,0.0
2514,2239191,325992,1232,0.19,,,0.19
2515,2239157,325992,1266,0.65,0.466,0.816,0.638
2516,2239123,325992,1264,0.081,0.048,0.105,0.08
2517,2239111,325992,1101,0.035,0.0,0.13,0.016
2518,2239185,325992,1131,0.0,0.0,0.0,0.0
2519,2239102,325992,1198,8.1,,,8.1
2520,2239104,325992,1007,2.37,2.02,3.17,2.14
2521,2239109,325992,1093,599.0,480.0,914.0,566.0
2522,2239168,325992,1313,0.016,0.01,0.022,0.016
2523,2239112,325992,1165,0.047,0.034,0.057,0.047
2524,2239134,325992,1317,0.013,,,
2525,2239205,325992,1219,0.65,,,0.65
2526,2239139,325992,1405,0.0,0.0,0.003,0.0
2527,2239211,325992,1330,0.018,,,
2528,2239202,325992,1211,0.71,,,0.71
2529,2239210,325992,1199,8.4,,,8.4
2530,2239119,325992,1257,0.104,,,
2531,2239192,325992,1224,2.5,,,2.5
2532,2239103,325992,1003,16.7,15.6,19.7,16.4
2533,2239194,325992,1221,0.42,,,0.42
2534,2239197,325992,1214,1.41,,,1.41
2535,2239215,325992,2020,0.012,,,
2536,2239182,325992,1125,0.0,0.0,0.0,0.0
2537,2239172,325992,1406,0.012,0.007,0.018,0.011
2538,2239152,325992,1175,0.335,0.225,0.481,0.285
2539,2239167,325992,1311,0.018,0.009,0.039,0.014
2540,2239195,325992,1212,0.65,,,0.65
2541,2239164,325992,1304,0.084,0.04,0.133,0.079
2542,2239101,325992,1180,59.6,,,59.6
2543,2239220,325992,2026,0.016,,,
2544,2239219,325992,2025,0.007,,,
2545,2239166,325992,1306,0.018,0.012,0.029,0.017
2546,2239160,325992,1276,0.0,0.0,0.0,0.0
2547,2239204,325992,1218,0.56,,,0.56
2548,2239181,325992,1128,0.0,0.0,0.0,0.0
2549,2239140,325992,1411,0.017,0.011,0.023,0.017
2550,2239184,325992,1127,0.68,0.0,2.05,0.0
2551,2239129,325992,1301,0.002,0.0,0.003,0.003
2552,2239118,325992,1253,78.0,69.0,84.0,80.0
2553,2239145,325992,1051,69.6,64.7,72.1,70.9
2554,2239169,325992,1314,0.232,0.11,0.478,0.218
2555,2239133,325992,1316,2.8,2.24,4.08,2.59
2556,2239141,325992,1183,36.6,32.8,40.4,36.6
2557,2239173,325992,1335,0.0,0.0,0.0,0.0
2558,2239147,325992,1092,310.0,232.0,728.0,252.0
2559,2239138,325992,1404,0.186,0.137,0.298,0.175
2560,2239177,325992,1414,0.0,0.0,0.0,0.0
2561,2239127,325992,1280,0.009,0.006,0.012,0.009
2562,2239159,325992,1271,0.091,0.057,0.11,0.094
2563,2239125,325992,1273,0.005,0.004,0.006,0.005
2564,2239183,325992,1129,0.0,0.0,0.0,0.0
2565,2239132,325992,1315,2.75,2.11,4.1,2.55
2566,2239143,325992,1005,0.93,,,
2567,2239142,325992,1004,10.4,9.37,11.9,10.1
2568,2239203,325992,1210,0.15,,,0.15
2569,2239198,325992,1215,0.45,,,0.45
2570,2239163,325992,1299,0.012,0.009,0.016,0.012
2571,2239110,325992,1098,0.07,0.057,0.08,0.072
2572,2239179,325992,1334,0.0,0.0,0.0,0.0
2573,2239189,325992,1220,1.03,,,1.03
2574,2239130,325992,1303,0.002,0.0,0.006,0.003
2575,2239188,325992,1222,0.94,,,0.94
2576,2239151,325992,1170,0.952,0.76,1.13,0.96
2577,2239114,325992,1178,1.2,0.81,1.3,1.3
2578,2239137,325992,1333,0.0,0.0,0.0,0.0
2579,2239122,325992,1263,0.011,0.003,0.031,0.006
2580,2239105,325992,1062,706.0,,,
2581,2239216,325992,2022,0.091,,,
2582,2239116,325992,1185,0.4,0.3,0.4,0.4
2583,2239171,325992,1331,0.0,,,
2584,2239193,325992,1225,0.88,,,0.88
2585,2239161,325992,1292,3.07,,,
2586,2239174,325992,2009,0.014,0.008,0.024,0.013
2587,2239146,325992,1087,32.0,6.0,63.0,31.0
2588,2239106,325992,1089,1.17,0.85,1.43,1.2
2589,2239113,325992,1166,0.296,0.28,0.33,0.29
2590,2239124,325992,1272,0.007,0.005,0.012,0.006
2591,2239128,325992,1300,0.024,0.017,0.034,0.024
2592,2239187,325992,1130,0.0,0.0,0.0,0.0
2593,2239115,325992,1184,0.0,0.0,0.0,0.0
2594,2239206,325992,1194,1.6,,,1.6
2595,2239207,325992,1197,2.1,,,2.1
2596,2239149,325992,1103,12.5,,,12.5
2597,2239154,325992,1260,0.0,0.0,0.0,0.0
2598,2239213,325992,2016,2.82,,,
2599,2239117,325992,1228,0.2,,,0.2
2600,2239158,325992,1267,0.011,0.009,0.012,0.011
2601,2239136,325992,1329,0.086,,,
2602,2239135,325992,1323,0.012,0.007,0.021,0.012
2603,2239120,325992,1258,2.53,,,
2604,2239196,325992,1213,1.24,,,1.24
2605,2239221,325992,1085,8.86,,,
2606,2239155,325992,1262,0.001,0.0,0.004,0.0
2607,2239153,325992,1259,0.001,0.0,0.004,0.0
2608,2240112,326135,1303,0.102,0.091,0.108,0.102
2609,2240152,326135,2009,0.299,,,
2610,2240151,326135,1330,0.191,,,
2611,2240126,326135,1177,9.0,8.0,11.0,9.0
2612,2240144,326135,1002,4.23,4.03,4.44,4.24
2613,2240136,326135,1257,0.993,,,
2614,2240093,326135,1089,0.13,0.1,0.19,0.13
2615,2240059,326135,1304,0.7,0.006,0.831,0.757
2616,2240091,326135,1175,0.07,0.065,0.077,0.07
2617,2240045,326135,1278,0.009,0.008,0.014,0.009
2618,2240057,326135,1293,1.14,,,
2619,2240096,326135,1093,185.0,144.0,248.0,177.0
2620,2240146,326135,1197,0.0,,,0.0
2621,2240160,326135,2024,0.018,,,
2622,2240083,326135,1110,0.0,,,
2623,2240080,326135,1095,4.37,4.17,4.58,4.36
2624,2240106,326135,1122,1.0,0.0,2.0,0.0
2625,2240055,326135,1277,0.06,0.056,0.066,0.059
2626,2240150,326135,1063,0.0,,,
2627,2240092,326135,1183,6.3,5.7,7.0,6.3
2628,2240082,326135,1109,0.6,0.35,0.75,0.63
2629,2240056,326135,1292,7.26,,,
2630,2240070,326135,1265,8.34,8.18,8.62,8.32
2631,2240134,326135,1013,0.0,0.0,0.0,0.0
2632,2240094,326135,1090,33.4,31.5,35.2,33.3
2633,2240139,326135,1263,0.874,0.839,0.96,0.87
2634,2240103,326135,1112,0.0,0.0,0.0,0.0
2635,2240072,326135,1005,1.44,,,
2636,2240135,326135,1253,93.0,90.0,96.0,93.0
2637,2240114,326135,1315,6.37,5.79,6.81,6.38
2638,2240052,326135,1267,0.044,0.041,0.046,0.043
2639,2240158,326135,2022,0.046,,,
2640,2240145,326135,1194,3.3,,,3.3
2641,2240128,326135,1185,1.4,1.3,1.5,1.4
2642,2240064,326135,1314,0.464,0.37,0.526,0.491
2643,2240061,326135,1306,0.191,0.155,0.207,0.195
2644,2240068,326135,1260,0.541,0.498,0.585,0.538
2645,2240154,326135,2012,0.06,,,
2646,2240162,326135,2026,0.007,,,
2647,2240069,326135,1262,0.766,0.741,0.842,0.762
2648,2240102,326135,1108,1.0,0.0,1.0,1.0
2649,2240062,326135,1311,0.163,0.124,0.183,0.169
2650,2240159,326135,2023,0.009,,,
2651,2240109,326135,1280,0.018,0.016,0.022,0.017
2652,2240155,326135,2016,0.894,,,
2653,2240149,326135,1196,6.0,,,6.0
2654,2240063,326135,1313,0.007,0.006,0.007,0.007
2655,2240107,326135,1127,0.0,0.0,0.0,0.0
2656,2240051,326135,1266,3.18,2.8,3.47,3.17
2657,2240084,326135,1111,0.0,0.0,0.0,0.0
2658,2240122,326135,1409,0.002,0.0,0.004,0.003
2659,2240133,326135,1012,0.0,0.0,0.0,0.0
2660,2240074,326135,1010,0.0,0.0,0.0,0.0
2661,2240066,326135,1406,0.032,0.029,0.035,0.032
2662,2240043,326135,1180,13.8,,,13.8
2663,2240047,326135,1129,0.0,0.0,0.0,0.0
2664,2240050,326135,1131,0.0,0.0,0.0,0.0
2665,2240115,326135,1316,0.731,0.7,0.782,0.73
2666,2240046,326135,1272,0.0,0.0,0.0,0.0
2667,2240121,326135,1405,0.002,0.001,0.005,0.002
2668,2240111,326135,1301,0.009,0.007,0.01,0.009
2669,2240077,326135,1051,37.6,36.8,38.2,37.7
2670,2240148,326135,1199,4.4,,,4.4
2671,2240120,326135,1404,0.125,0.109,0.154,0.123
2672,2240044,326135,1198,0.1,,,0.1
2673,2240108,326135,1273,0.014,0.012,0.017,0.014
2674,2240153,326135,2010,0.063,,,
2675,2240116,326135,1317,0.002,0.001,0.003,0.002
2676,2240100,326135,1106,292.0,,,
2677,2240079,326135,1092,71.0,56.0,96.0,70.0
2678,2240048,326135,1184,0.0,0.0,0.0,0.0
2679,2240087,326135,1126,0.08,0.0,0.11,0.09
2680,2240078,326135,1087,890.0,842.0,938.0,892.0
2681,2240110,326135,1300,0.189,0.178,0.195,0.189
2682,2240143,326135,1414,0.0,0.0,0.0,0.0
2683,2240127,326135,1178,3.02,2.3,3.9,3.0
2684,2240075,326135,1011,0.0,0.0,0.0,0.0
2685,2240118,326135,1329,0.802,,,
2686,2240067,326135,1259,0.679,0.607,0.734,0.679
2687,2240156,326135,2018,0.127,,,
2688,2240119,326135,1333,0.0,0.0,0.0,0.0
2689,2240071,326135,1004,31.0,29.6,32.1,30.9
2690,2240054,326135,1276,0.001,0.0,0.004,0.0
2691,2240161,326135,2025,0.0,,,
2692,2240157,326135,2020,0.035,,,
2693,2240138,326135,1261,0.326,0.309,0.358,0.324
2694,2240117,326135,1323,0.063,0.055,0.068,0.063
2695,2240125,326135,1166,0.303,0.29,0.32,0.3
2696,2240129,326135,1062,1640.0,,,
2697,2240060,326135,1305,0.0,0.0,0.0,0.0
2698,2240076,326135,1014,0.0,0.0,0.0,0.0
2699,2240132,326135,1007,2.97,2.81,3.18,2.95
2700,2240101,326135,1107,60.0,56.0,70.0,57.0
2701,2240053,326135,1271,0.046,0.041,0.051,0.046
2702,2240105,326135,1120,2.0,2.0,2.0,2.0
2703,2240113,326135,1312,0.0,0.0,0.002,0.0
2704,2240141,326135,1334,0.002,0.001,0.003,0.002
2705,2240147,326135,1195,0.1,,,0.1
2706,2240088,326135,1128,0.13,0.1,0.18,0.12
2707,2240142,326135,1335,0.0,0.0,0.0,0.0
2708,2240089,326135,1167,0.06,0.022,0.12,0.055
